Văn bản,tình trạng,loại bản ghi,Sơ cứu tại nhà (dành cho mèo),Giống loài,Sơ cứu tại nhà,,,,,,,,,,
"Mèo con bị tiêu chảy nặng, có máu do cầu trùng gây ra.",Ký sinh trùng,Quan sát của chủ sở hữu,"Cách ly mèo, vệ sinh hộp vệ sinh và lên lịch tẩy giun cho mèo theo lịch hẹn của bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Khuyến nghị phương pháp tẩy giun chiến lược cho chó con/mèo con.,Ký sinh trùng,Ghi chú lâm sàng,"Cách ly mèo, vệ sinh hộp vệ sinh và lên lịch tẩy giun cho mèo theo lịch hẹn của bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Khuyến cáo nên thử chế độ ăn ít gây dị ứng khi nghi ngờ bị dị ứng thực phẩm.,Các vấn đề về tiêu hóa,Ghi chú lâm sàng,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",Con mèo,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",,,,,,,,,,
Kê đơn thuốc spinosad (Comfortis) hoặc spinetoram (Cheristin) để diệt bọ chét.,Ký sinh trùng,Ghi chú lâm sàng,"Cách ly mèo, vệ sinh hộp vệ sinh và lên lịch tẩy giun cho mèo theo lịch hẹn của bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Nghi ngờ suy tụy ngoại tiết (EPI) do chứng phân mỡ và sụt cân; khuyến cáo nên làm xét nghiệm TLI.,Các vấn đề về tiêu hóa,Ghi chú lâm sàng,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",Con mèo,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",,,,,,,,,,
Con mèo không có hứng thú với thức ăn trong vòng 24 giờ.,Các vấn đề về tiêu hóa,Quan sát của chủ sở hữu,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",Con mèo,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",,,,,,,,,,
Đánh giá thính lực một cách thô sơ thông qua phản ứng với các kích thích thính giác (kiểm tra vỗ tay). Kiểm tra BAER mang tính quyết định.,Nhiễm trùng tai,Ghi chú lâm sàng,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Thuốc tiêm Cerenia được sử dụng để chống nôn.,Các vấn đề về tiêu hóa,Ghi chú lâm sàng,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",Con mèo,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",,,,,,,,,,
Chồn sương có bộ lông mỏng hơn.,Kích ứng da,Quan sát của chủ sở hữu,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Con mèo của tôi có vẻ mất thăng bằng và đôi khi đi vòng tròn.,Nhiễm trùng tai,Quan sát của chủ sở hữu,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Nghi ngờ loét dạ dày do nôn ra máu/phân đen và tiền sử dùng thuốc NSAID. Bắt đầu dùng omeprazole và sucralfat.,Các vấn đề về tiêu hóa,Ghi chú lâm sàng,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",Con mèo,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",,,,,,,,,,
"Thỏ của tôi có phân mềm, không thành hình thay vì phân viên thông thường.",Các vấn đề về tiêu hóa,Quan sát của chủ sở hữu,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",Con thỏ,Giữ thỏ ấm áp và yên tĩnh; tránh tiếp xúc quá nhiều; nhanh chóng tham khảo ý kiến ​​bác sĩ thú y chuyên khoa thú y.,,,,,,,,,,
Mèo biểu hiện đau khi ấn nhẹ vào cột sống.,Các vấn đề về khả năng di chuyển,Quan sát của chủ sở hữu,"Giữ mèo ở nơi mềm mại, yên tĩnh; hạn chế di chuyển và liên hệ ngay với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Táo bón mãn tính; kê đơn lactulose.,Các vấn đề về tiêu hóa,Ghi chú lâm sàng,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",Con mèo,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",,,,,,,,,,
"Bộ lông thỏ của tôi trông như bị gàu, nhưng những vảy gàu lại đang di chuyển!",Ký sinh trùng,Quan sát của chủ sở hữu,"Cách ly mèo, vệ sinh hộp vệ sinh và lên lịch tẩy giun cho mèo theo lịch hẹn của bác sĩ thú y.",Con thỏ,Giữ thỏ ấm áp và yên tĩnh; tránh tiếp xúc quá nhiều; nhanh chóng tham khảo ý kiến ​​bác sĩ thú y chuyên khoa thú y.,,,,,,,,,,
Mèo ẩn mình nhiều hơn và ít tương tác hơn.,Các vấn đề về khả năng di chuyển,Quan sát của chủ sở hữu,"Giữ mèo ở nơi mềm mại, yên tĩnh; hạn chế di chuyển và liên hệ ngay với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Nghi ngờ mắc bệnh Legg-Calve-Perthes (hoại tử vô mạch ở đầu xương đùi) ở chó giống nhỏ.,Các vấn đề về khả năng di chuyển,Ghi chú lâm sàng,"Giữ mèo ở nơi mềm mại, yên tĩnh; hạn chế di chuyển và liên hệ ngay với bác sĩ thú y.",Chó,Giữ cho chó bình tĩnh và an toàn; quan sát và liên hệ với bác sĩ thú y.,,,,,,,,,,
Mèo nhà tôi bắt đầu đi tiểu cạnh hộp vệ sinh thay vì trèo vào.,Các vấn đề về khả năng di chuyển,Quan sát của chủ sở hữu,"Giữ mèo ở nơi mềm mại, yên tĩnh; hạn chế di chuyển và liên hệ ngay với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Dùng Apoquel để giảm nhanh tình trạng ngứa do dị ứng.,Kích ứng da,Ghi chú lâm sàng,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Xét nghiệm dị ứng nội bì được chỉ định cho tình trạng ngứa không theo mùa.,Kích ứng da,Ghi chú lâm sàng,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Phim chụp X-quang cho thấy sự thu hẹp của không gian đĩa đệm L7-S1.,Các vấn đề về khả năng di chuyển,Ghi chú lâm sàng,"Giữ mèo ở nơi mềm mại, yên tĩnh; hạn chế di chuyển và liên hệ ngay với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Biến dạng cột sống được phát hiện tình cờ trên phim chụp X-quang cột sống; có thể không có ý nghĩa lâm sàng.,Các vấn đề về khả năng di chuyển,Ghi chú lâm sàng,"Giữ mèo ở nơi mềm mại, yên tĩnh; hạn chế di chuyển và liên hệ ngay với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Mèo của tôi được chẩn đoán mắc bệnh giun phổi sau khi có các dấu hiệu hô hấp mãn tính.,Ký sinh trùng,Quan sát của chủ sở hữu,"Cách ly mèo, vệ sinh hộp vệ sinh và lên lịch tẩy giun cho mèo theo lịch hẹn của bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
"Chuột lang có chấy, có thể nhìn thấy bằng mắt thường dưới dạng những chấm trắng nhỏ.",Ký sinh trùng,Quan sát của chủ sở hữu,"Cách ly mèo, vệ sinh hộp vệ sinh và lên lịch tẩy giun cho mèo theo lịch hẹn của bác sĩ thú y.",Con lợn,"Giữ lợn ở nơi thoáng mát, sạch sẽ; khuyến khích lợn uống nước; liên hệ với bác sĩ thú y nếu tình trạng không cải thiện.",,,,,,,,,,
Chuột lang có gàu dường như đang chuyển động.,Ký sinh trùng,Quan sát của chủ sở hữu,"Cách ly mèo, vệ sinh hộp vệ sinh và lên lịch tẩy giun cho mèo theo lịch hẹn của bác sĩ thú y.",Con lợn,"Giữ lợn ở nơi thoáng mát, sạch sẽ; khuyến khích lợn uống nước; liên hệ với bác sĩ thú y nếu tình trạng không cải thiện.",,,,,,,,,,
Điều trị bệnh do ve cắn bằng doxycycline.,Ký sinh trùng,Ghi chú lâm sàng,"Cách ly mèo, vệ sinh hộp vệ sinh và lên lịch tẩy giun cho mèo theo lịch hẹn của bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Con thỏ của tôi nôn ra một ít chất lỏng màu xanh lá cây.,Các vấn đề về tiêu hóa,Quan sát của chủ sở hữu,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",Con thỏ,Giữ thỏ ấm áp và yên tĩnh; tránh tiếp xúc quá nhiều; nhanh chóng tham khảo ý kiến ​​bác sĩ thú y chuyên khoa thú y.,,,,,,,,,,
Chó bị bệnh tai bơi.,Nhiễm trùng tai,Quan sát của chủ sở hữu,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Chó,Giữ cho chó bình tĩnh và an toàn; quan sát và liên hệ với bác sĩ thú y.,,,,,,,,,,
Viêm mô tế bào ở trẻ nhỏ (viêm mô tế bào ở chó con) có biểu hiện sưng mặt và mụn mủ.,Kích ứng da,Ghi chú lâm sàng,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Chó,Ngăn ngừa liếm; vệ sinh bằng thuốc sát trùng nhẹ; tham khảo ý kiến ​​bác sĩ thú y nếu tình trạng trở nên tồi tệ hơn.,,,,,,,,,,
Chó của tôi bị nhiễm trùng tai mỗi mùa hè sau khi bơi ở hồ.,Nhiễm trùng tai,Quan sát của chủ sở hữu,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Chó,Giữ cho chó bình tĩnh và an toàn; quan sát và liên hệ với bác sĩ thú y.,,,,,,,,,,
Thực hiện rạch màng nhĩ để lấy mẫu dịch tai giữa.,Nhiễm trùng tai,Ghi chú lâm sàng,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Xét nghiệm Parvovirus dương tính; bắt đầu quy trình cách ly và chăm sóc hỗ trợ.,Các vấn đề về tiêu hóa,Ghi chú lâm sàng,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",Con mèo,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",,,,,,,,,,
Ghi lại kết quả xét nghiệm ký sinh trùng và kế hoạch điều trị vào hồ sơ bệnh án.,Ký sinh trùng,Ghi chú lâm sàng,"Cách ly mèo, vệ sinh hộp vệ sinh và lên lịch tẩy giun cho mèo theo lịch hẹn của bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Chồn sương bị tiêu chảy và mất nước.,Các vấn đề về tiêu hóa,Quan sát của chủ sở hữu,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",Con mèo,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",,,,,,,,,,
Chó của tôi bị nhiễm Ehrlichia do ve cắn.,Ký sinh trùng,Quan sát của chủ sở hữu,"Cách ly mèo, vệ sinh hộp vệ sinh và lên lịch tẩy giun cho mèo theo lịch hẹn của bác sĩ thú y.",Chó,Giữ cho chó bình tĩnh và an toàn; quan sát và liên hệ với bác sĩ thú y.,,,,,,,,,,
Tiêm dịch dưới da để bù nước.,Các vấn đề về tiêu hóa,Ghi chú lâm sàng,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",Con mèo,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",,,,,,,,,,
"Hướng dẫn chủ sở hữu theo dõi các ngón chân để phát hiện tình trạng sưng, lạnh hoặc mùi ở xa nẹp/bó bột.",Các vấn đề về khả năng di chuyển,Ghi chú lâm sàng,"Giữ mèo ở nơi mềm mại, yên tĩnh; hạn chế di chuyển và liên hệ ngay với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
"Mèo của tôi đã từng cắt bỏ polyp tai trước đây, tôi lo lắng chúng sẽ tái phát.",Nhiễm trùng tai,Quan sát của chủ sở hữu,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
"Nghi ngờ bệnh lý ruột mất protein (PLE); chẩn đoán phân biệt bao gồm giãn mạch bạch huyết, viêm ruột, u lympho. Cần làm thêm xét nghiệm.",Các vấn đề về tiêu hóa,Ghi chú lâm sàng,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",Con mèo,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",,,,,,,,,,
Chó con của tôi đã được điều trị giun đũa nhưng vẫn bị tiêu chảy.,Ký sinh trùng,Quan sát của chủ sở hữu,"Cách ly mèo, vệ sinh hộp vệ sinh và lên lịch tẩy giun cho mèo theo lịch hẹn của bác sĩ thú y.",Chó,Giữ cho chó bình tĩnh và an toàn; quan sát và liên hệ với bác sĩ thú y.,,,,,,,,,,
Phát hiện một con bọ chét trên người sau khi vuốt ve con mèo.,Ký sinh trùng,Quan sát của chủ sở hữu,"Cách ly mèo, vệ sinh hộp vệ sinh và lên lịch tẩy giun cho mèo theo lịch hẹn của bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Mèo của tôi bị lở loét ở đệm chân.,Kích ứng da,Quan sát của chủ sở hữu,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
"Điều trị Cheyletiella bằng selamectin, ivermectin hoặc fipronil.",Ký sinh trùng,Ghi chú lâm sàng,"Cách ly mèo, vệ sinh hộp vệ sinh và lên lịch tẩy giun cho mèo theo lịch hẹn của bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
"Nghi ngờ viêm toàn xương ở chó giống lớn, trẻ tuổi với tình trạng chân khập khiễng và đau xương dài khi sờ nắn.",Các vấn đề về khả năng di chuyển,Ghi chú lâm sàng,"Giữ mèo ở nơi mềm mại, yên tĩnh; hạn chế di chuyển và liên hệ ngay với bác sĩ thú y.",Chó,Giữ cho chó bình tĩnh và an toàn; quan sát và liên hệ với bác sĩ thú y.,,,,,,,,,,
Đầu gối của chó tôi sưng lên và nóng.,Các vấn đề về khả năng di chuyển,Quan sát của chủ sở hữu,"Giữ mèo ở nơi mềm mại, yên tĩnh; hạn chế di chuyển và liên hệ ngay với bác sĩ thú y.",Chó,Giữ cho chó bình tĩnh và an toàn; quan sát và liên hệ với bác sĩ thú y.,,,,,,,,,,
Chó con bị đỏ và kích ứng xung quanh bộ phận sinh dục.,Kích ứng da,Quan sát của chủ sở hữu,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Chó,Ngăn ngừa liếm; vệ sinh bằng thuốc sát trùng nhẹ; tham khảo ý kiến ​​bác sĩ thú y nếu tình trạng trở nên tồi tệ hơn.,,,,,,,,,,
"Sử dụng milbemycin oxime (Interceptor, Sentinel) để phòng ngừa giun tim/giun đũa/giun móc/giun tóc.",Ký sinh trùng,Ghi chú lâm sàng,"Cách ly mèo, vệ sinh hộp vệ sinh và lên lịch tẩy giun cho mèo theo lịch hẹn của bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Đánh giá lại khả năng kiểm soát cơn đau ở mỗi lần khám.,Các vấn đề về khả năng di chuyển,Ghi chú lâm sàng,"Giữ mèo ở nơi mềm mại, yên tĩnh; hạn chế di chuyển và liên hệ ngay với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Mèo bị đau khi chạm vào cột sống.,Các vấn đề về khả năng di chuyển,Quan sát của chủ sở hữu,"Giữ mèo ở nơi mềm mại, yên tĩnh; hạn chế di chuyển và liên hệ ngay với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
"Nghi ngờ bị viêm da tiếp xúc ở vùng bụng/ngực; tư vấn cho chủ sở hữu về các chất gây kích ứng tiềm ẩn (chăn ga, chất tẩy rửa).",Kích ứng da,Ghi chú lâm sàng,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
"Thực hiện lịch tẩy giun định kỳ cho chó con/mèo con (ví dụ: bắt đầu từ 2 tuần tuổi, lặp lại sau mỗi 2 tuần).",Ký sinh trùng,Ghi chú lâm sàng,"Cách ly mèo, vệ sinh hộp vệ sinh và lên lịch tẩy giun cho mèo theo lịch hẹn của bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Không có phản xạ rút lui ở chân sau.,Các vấn đề về khả năng di chuyển,Ghi chú lâm sàng,"Giữ mèo ở nơi mềm mại, yên tĩnh; hạn chế di chuyển và liên hệ ngay với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Nghi ngờ viêm tụy dựa trên các dấu hiệu lâm sàng và tiền sử; xét nghiệm cPL đang chờ xử lý.,Các vấn đề về tiêu hóa,Ghi chú lâm sàng,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",Con mèo,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",,,,,,,,,,
Tăng cảm giác quanh tủy sống được ghi nhận ở vùng T13-L2. Loại trừ IVDD loại I.,Các vấn đề về khả năng di chuyển,Ghi chú lâm sàng,"Giữ mèo ở nơi mềm mại, yên tĩnh; hạn chế di chuyển và liên hệ ngay với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Viêm tuyến bã nhờn nghi ngờ do nang lông và rụng tóc; sinh thiết xác nhận.,Kích ứng da,Ghi chú lâm sàng,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Xác định khớp bị trật; cố gắng nắn kín.,Các vấn đề về khả năng di chuyển,Ghi chú lâm sàng,"Giữ mèo ở nơi mềm mại, yên tĩnh; hạn chế di chuyển và liên hệ ngay với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Chó bị nổi mề đay khắp cơ thể sau khi lăn trên cỏ.,Kích ứng da,Quan sát của chủ sở hữu,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Chó,Ngăn ngừa liếm; vệ sinh bằng thuốc sát trùng nhẹ; tham khảo ý kiến ​​bác sĩ thú y nếu tình trạng trở nên tồi tệ hơn.,,,,,,,,,,
Ve Knemidokoptes gây ra tình trạng vảy ở mặt/chân ở chim; điều trị bằng ivermectin.,Ký sinh trùng,Ghi chú lâm sàng,"Cách ly mèo, vệ sinh hộp vệ sinh và lên lịch tẩy giun cho mèo theo lịch hẹn của bác sĩ thú y.",Chim,Giữ chim ấm áp và ở trong lồng yên tĩnh; tránh căng thẳng; liên hệ ngay với bác sĩ thú y chuyên về chim.,,,,,,,,,,
Thảo luận về tầm quan trọng của việc phòng ngừa bọ chét quanh năm.,Kích ứng da,Ghi chú lâm sàng,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Sẩn và ban đỏ ở ngực; được kê đơn thuốc rửa.,Kích ứng da,Ghi chú lâm sàng,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Chó của tôi thở hổn hển ngay cả khi nghỉ ngơi trong nhà.,Các vấn đề về khả năng di chuyển,Quan sát của chủ sở hữu,"Giữ mèo ở nơi mềm mại, yên tĩnh; hạn chế di chuyển và liên hệ ngay với bác sĩ thú y.",Chó,Giữ cho chó bình tĩnh và an toàn; quan sát và liên hệ với bác sĩ thú y.,,,,,,,,,,
Ký sinh trùng đường ruột nên được xem là chẩn đoán phân biệt với tình trạng nôn mửa hoặc tiêu chảy mãn tính.,Ký sinh trùng,Ghi chú lâm sàng,"Cách ly mèo, vệ sinh hộp vệ sinh và lên lịch tẩy giun cho mèo theo lịch hẹn của bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Chân sau của chó tôi có vẻ yếu và đôi khi khuỵu xuống.,Các vấn đề về khả năng di chuyển,Quan sát của chủ sở hữu,"Giữ mèo ở nơi mềm mại, yên tĩnh; hạn chế di chuyển và liên hệ ngay với bác sĩ thú y.",Chó,Giữ cho chó bình tĩnh và an toàn; quan sát và liên hệ với bác sĩ thú y.,,,,,,,,,,
"Khuyến khích lắp đặt ram dốc, sử dụng thảm chống trượt, cung cấp đồ lót chỉnh hình và sử dụng bát đựng thức ăn/nước uống nâng cao.",Các vấn đề về khả năng di chuyển,Ghi chú lâm sàng,"Giữ mèo ở nơi mềm mại, yên tĩnh; hạn chế di chuyển và liên hệ ngay với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
"Nghi ngờ thỏ bị ứ trệ đường tiêu hóa; cung cấp dịch vụ chăm sóc hỗ trợ (truyền dịch, giảm đau, thuốc vận động).",Các vấn đề về tiêu hóa,Ghi chú lâm sàng,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",Con thỏ,Giữ thỏ ấm áp và yên tĩnh; tránh tiếp xúc quá nhiều; nhanh chóng tham khảo ý kiến ​​bác sĩ thú y chuyên khoa thú y.,,,,,,,,,,
"Loại trừ chấn thương tiềm ẩn (ví dụ, vết cắn, dị vật xâm nhập) là nguyên nhân gây sưng/nhiễm trùng vành tai.",Nhiễm trùng tai,Ghi chú lâm sàng,"Giữ mèo bình tĩnh, theo dõi các triệu chứng và liên hệ với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Theo dõi xem có vết loét hoặc sưng tấy ở xa băng không.,Các vấn đề về khả năng di chuyển,Ghi chú lâm sàng,"Giữ mèo ở nơi mềm mại, yên tĩnh; hạn chế di chuyển và liên hệ ngay với bác sĩ thú y.",Con mèo,"Giữ mèo bình tĩnh, ấm áp và liên hệ với bác sĩ thú y.",,,,,,,,,,
Mèo bị tiêu chảy sau khi ăn phải thức ăn của chó.,Các vấn đề về tiêu hóa,Quan sát của chủ sở hữu,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",Con mèo,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",,,,,,,,,,
"Hướng dẫn chủ nuôi về các thông số theo dõi: mức độ thèm ăn (thang điểm 1-5), số lần nôn, điểm phân (1-7), mức độ hoạt động.",Các vấn đề về tiêu hóa,Ghi chú lâm sàng,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",Con mèo,"Không cho ăn trong vòng 12 giờ, cho uống từng ngụm nước nhỏ; đưa đến bác sĩ thú y nếu tình trạng nôn vẫn tiếp diễn.",,,,,,,,,,
